"GO.ID","Term","Annotated","Significant","Expected","weight01","Fisher","padj","Category","Lineage","Ontology"
"GO:0005515","protein binding",17,4,1.96,"0.090",0.09,1,"Strengthened","Trebouxia","MF"
"GO:0016874","ligase activity",10,3,1.15,"0.098",0.098,1,"Strengthened","Trebouxia","MF"
"GO:0030554","adenyl nucleotide binding",23,5,2.65,"0.105",0.105,1,"Strengthened","Trebouxia","MF"
"GO:0140657","ATP-dependent activity",6,2,0.69,"0.142",0.142,1,"Strengthened","Trebouxia","MF"
"GO:0003743","translation initiation factor activity",6,2,0.69,"0.142",0.142,1,"Strengthened","Trebouxia","MF"
"GO:0035639","purine ribonucleoside triphosphate binding",24,5,2.76,"0.199",0.199,1,"Strengthened","Trebouxia","MF"
"GO:0032555","purine ribonucleotide binding",24,5,2.76,"0.199",0.199,1,"Strengthened","Trebouxia","MF"
"GO:0005524","ATP binding",22,4,2.53,"0.233",0.233,1,"Strengthened","Trebouxia","MF"
"GO:0008135","translation factor activity, RNA binding",9,3,1.04,"0.289",0.289,1,"Strengthened","Trebouxia","MF"
"GO:0022804","active transmembrane transporter activity",5,1,0.58,"0.462",0.462,1,"Strengthened","Trebouxia","MF"
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",5,1,0.58,"0.462",0.462,1,"Strengthened","Trebouxia","MF"
"GO:0008233","peptidase activity",6,1,0.69,"0.526",0.526,1,"Strengthened","Trebouxia","MF"
"GO:0140096","catalytic activity, acting on a protein",13,2,1.5,"0.576",0.576,1,"Strengthened","Trebouxia","MF"
"GO:0051082","unfolded protein binding",7,1,0.81,"0.582",0.582,1,"Strengthened","Trebouxia","MF"
"GO:0016491","oxidoreductase activity",17,2,1.96,"0.612",0.612,1,"Strengthened","Trebouxia","MF"
"GO:0003824","catalytic activity",86,10,9.9,"0.681",0.681,1,"Strengthened","Trebouxia","MF"
"GO:0016772","transferase activity, transferring phosphorus-containing groups",11,1,1.27,"0.751",0.751,1,"Strengthened","Trebouxia","MF"
"GO:0016787","hydrolase activity",18,2,2.07,"0.776",0.776,1,"Strengthened","Trebouxia","MF"
"GO:0003735","structural constituent of ribosome",22,1,2.53,"0.945",0.945,1,"Strengthened","Trebouxia","MF"
"GO:0032559","adenyl ribonucleotide binding",22,4,2.53,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:1901265","nucleoside phosphate binding",25,6,2.88,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0043167","ion binding",31,5,3.57,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0017076","purine nucleotide binding",25,6,2.88,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0043168","anion binding",25,5,2.88,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:1901363","heterocyclic compound binding",28,6,3.22,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0003674","molecular_function",162,19,18.65,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0003676","nucleic acid binding",18,4,2.07,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0180051","translation factor activity",9,3,1.04,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0016740","transferase activity",29,1,3.34,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0097367","carbohydrate derivative binding",26,5,2.99,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0005215","transporter activity",8,1,0.92,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0140640","catalytic activity, acting on a nucleic acid",10,4,1.15,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0000166","nucleotide binding",25,6,2.88,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0005488","binding",63,11,7.25,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0036094","small molecule binding",34,6,3.92,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0005198","structural molecule activity",22,1,2.53,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0032553","ribonucleotide binding",24,5,2.76,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0022857","transmembrane transporter activity",8,1,0.92,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0003677","DNA binding",8,0,0.92,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0008168","methyltransferase activity",6,0,0.69,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0008324","monoatomic cation transmembrane transporter activity",5,0,0.58,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0015075","monoatomic ion transmembrane transporter activity",5,0,0.58,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0015318","inorganic molecular entity transmembrane transporter activity",6,0,0.69,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0016301","kinase activity",5,0,0.58,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0016741","transferase activity, transferring one-carbon groups",6,0,0.69,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0016757","glycosyltransferase activity",5,0,0.58,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",6,0,0.69,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0016788","hydrolase activity, acting on ester bonds",6,0,0.69,"1.000",1,1,"Strengthened","Trebouxia","MF"
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",6,1,0.18,"0.17",0.17,1,"Relaxed","Asterochloris","MF"
"GO:0008135","translation factor activity, RNA binding",9,1,0.27,"0.25",0.25,1,"Relaxed","Asterochloris","MF"
"GO:0016491","oxidoreductase activity",16,1,0.49,"0.41",0.41,1,"Relaxed","Asterochloris","MF"
"GO:0003735","structural constituent of ribosome",21,1,0.64,"0.50",0.5,1,"Relaxed","Asterochloris","MF"
"GO:0003824","catalytic activity",85,3,2.59,"0.81",0.81,1,"Relaxed","Asterochloris","MF"
"GO:0003674","molecular_function",160,5,4.88,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016874","ligase activity",11,1,0.34,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0005198","structural molecule activity",21,1,0.64,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0180051","translation factor activity",9,1,0.27,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0000166","nucleotide binding",25,0,0.76,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0003676","nucleic acid binding",18,0,0.55,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0003677","DNA binding",7,0,0.21,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0003723","RNA binding",10,0,0.3,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0003743","translation initiation factor activity",6,0,0.18,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0005215","transporter activity",8,0,0.24,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0005488","binding",62,0,1.89,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0005515","protein binding",16,0,0.49,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0005524","ATP binding",22,0,0.67,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0008168","methyltransferase activity",7,0,0.21,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0008233","peptidase activity",6,0,0.18,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0008324","monoatomic cation transmembrane transporter activity",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0015075","monoatomic ion transmembrane transporter activity",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0015318","inorganic molecular entity transmembrane transporter activity",6,0,0.18,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016740","transferase activity",30,0,0.91,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016741","transferase activity, transferring one-carbon groups",7,0,0.21,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016757","glycosyltransferase activity",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016772","transferase activity, transferring phosphorus-containing groups",10,0,0.3,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016787","hydrolase activity",15,0,0.46,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016788","hydrolase activity, acting on ester bonds",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016829","lyase activity",6,0,0.18,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0016853","isomerase activity",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0017076","purine nucleotide binding",25,0,0.76,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0022804","active transmembrane transporter activity",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0022857","transmembrane transporter activity",8,0,0.24,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0022890","inorganic cation transmembrane transporter activity",5,0,0.15,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0030554","adenyl nucleotide binding",23,0,0.7,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0032553","ribonucleotide binding",24,0,0.73,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0032555","purine ribonucleotide binding",24,0,0.73,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0032559","adenyl ribonucleotide binding",22,0,0.67,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0035639","purine ribonucleoside triphosphate binding",24,0,0.73,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0036094","small molecule binding",33,0,1.01,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0043167","ion binding",30,0,0.91,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0043168","anion binding",25,0,0.76,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0043169","cation binding",6,0,0.18,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0046872","metal ion binding",6,0,0.18,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0051082","unfolded protein binding",7,0,0.21,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0097367","carbohydrate derivative binding",26,0,0.79,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0140096","catalytic activity, acting on a protein",14,0,0.43,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0140098","catalytic activity, acting on RNA",10,0,0.3,"1.00",1,1,"Relaxed","Asterochloris","MF"
"GO:0140513","nuclear protein-containing complex",6,1,0.06,"0.061",0.061,1,"Relaxed","Coccomyxa","CC"
"GO:0005622","intracellular anatomical structure",88,1,0.9,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0110165","cellular anatomical structure",97,1,0.99,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0043231","intracellular membrane-bounded organelle",40,1,0.41,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0032991","protein-containing complex",35,1,0.36,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0005575","cellular_component",98,1,1,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0005634","nucleus",26,1,0.27,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0043226","organelle",71,1,0.72,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0043227","membrane-bounded organelle",40,1,0.41,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0043229","intracellular organelle",71,1,0.72,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0005694","chromosome",10,0,0.1,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0005737","cytoplasm",24,0,0.24,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0005783","endoplasmic reticulum",5,0,0.05,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0005840","ribosome",24,0,0.24,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0012505","endomembrane system",7,0,0.07,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0016020","membrane",14,0,0.14,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0031974","membrane-enclosed lumen",5,0,0.05,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0043228","membraneless organelle",37,0,0.38,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0043232","intracellular membraneless organelle",37,0,0.38,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0043233","organelle lumen",5,0,0.05,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0070013","intracellular organelle lumen",5,0,0.05,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0140535","intracellular protein-containing complex",7,0,0.07,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:1902494","catalytic complex",11,0,0.11,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:1990234","transferase complex",5,0,0.05,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:1990904","ribonucleoprotein complex",5,0,0.05,"1.000",1,1,"Relaxed","Coccomyxa","CC"
"GO:0005783","endoplasmic reticulum",5,1,0.1,"0.10",0.1,1,"Relaxed","Symbiochloris","CC"
"GO:0005737","cytoplasm",25,2,0.52,"0.22",0.22,1,"Relaxed","Symbiochloris","CC"
"GO:0005622","intracellular anatomical structure",87,2,1.79,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0110165","cellular anatomical structure",96,2,1.98,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0043231","intracellular membrane-bounded organelle",40,1,0.82,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0005575","cellular_component",97,2,2,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0012505","endomembrane system",8,1,0.16,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0043226","organelle",69,1,1.42,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0043227","membrane-bounded organelle",40,1,0.82,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0043229","intracellular organelle",69,1,1.42,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0005634","nucleus",26,0,0.54,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0005694","chromosome",10,0,0.21,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0005840","ribosome",21,0,0.43,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0016020","membrane",14,0,0.29,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0032991","protein-containing complex",33,0,0.68,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0043228","membraneless organelle",34,0,0.7,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0043232","intracellular membraneless organelle",34,0,0.7,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0140513","nuclear protein-containing complex",7,0,0.14,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0140535","intracellular protein-containing complex",7,0,0.14,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:1902494","catalytic complex",10,0,0.21,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:1990234","transferase complex",5,0,0.1,"1.00",1,1,"Relaxed","Symbiochloris","CC"
"GO:0005737","cytoplasm",25,2,0.77,"0.16",0.16,1,"Strengthened","Symbiochloris","CC"
"GO:0140513","nuclear protein-containing complex",7,1,0.22,"0.20",0.2,1,"Strengthened","Symbiochloris","CC"
"GO:0005694","chromosome",10,1,0.31,"0.28",0.28,1,"Strengthened","Symbiochloris","CC"
"GO:0043231","intracellular membrane-bounded organelle",40,2,1.24,"0.36",0.36,1,"Strengthened","Symbiochloris","CC"
"GO:0032991","protein-containing complex",33,2,1.02,"0.50",0.5,1,"Strengthened","Symbiochloris","CC"
"GO:0005622","intracellular anatomical structure",87,3,2.69,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0110165","cellular anatomical structure",96,3,2.97,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0043232","intracellular membraneless organelle",34,1,1.05,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0005575","cellular_component",97,3,3,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0005634","nucleus",26,1,0.8,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0043226","organelle",69,2,2.13,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0043227","membrane-bounded organelle",40,2,1.24,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0043228","membraneless organelle",34,1,1.05,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0043229","intracellular organelle",69,2,2.13,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0005783","endoplasmic reticulum",5,0,0.15,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0005840","ribosome",21,0,0.65,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0012505","endomembrane system",8,0,0.25,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0016020","membrane",14,0,0.43,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0140535","intracellular protein-containing complex",7,0,0.22,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:1902494","catalytic complex",10,0,0.31,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:1990234","transferase complex",5,0,0.15,"1.00",1,1,"Strengthened","Symbiochloris","CC"
"GO:0005840","ribosome",22,1,0.23,"0.23",0.23,1,"Relaxed","Trebouxia","CC"
"GO:0005622","intracellular anatomical structure",85,1,0.89,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0110165","cellular anatomical structure",95,1,0.99,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0043232","intracellular membraneless organelle",34,1,0.35,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0005575","cellular_component",96,1,1,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0043226","organelle",66,1,0.69,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0043228","membraneless organelle",34,1,0.35,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0043229","intracellular organelle",66,1,0.69,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0005634","nucleus",24,0,0.25,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0005694","chromosome",9,0,0.09,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0005737","cytoplasm",25,0,0.26,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0005783","endoplasmic reticulum",5,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0005852","eukaryotic translation initiation factor 3 complex",5,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0012505","endomembrane system",8,0,0.08,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0016020","membrane",15,0,0.16,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0031974","membrane-enclosed lumen",5,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0032991","protein-containing complex",36,0,0.38,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0043227","membrane-bounded organelle",37,0,0.39,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0043231","intracellular membrane-bounded organelle",37,0,0.39,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0043233","organelle lumen",5,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0070013","intracellular organelle lumen",5,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0140513","nuclear protein-containing complex",7,0,0.07,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0140535","intracellular protein-containing complex",7,0,0.07,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:1902494","catalytic complex",11,0,0.11,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:1990234","transferase complex",5,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:1990904","ribonucleoprotein complex",5,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","CC"
"GO:0005852","eukaryotic translation initiation factor 3 complex",5,2,0.42,"0.054",0.054,1,"Strengthened","Trebouxia","CC"
"GO:0070013","intracellular organelle lumen",5,1,0.42,"0.359",0.359,1,"Strengthened","Trebouxia","CC"
"GO:0005783","endoplasmic reticulum",5,1,0.42,"0.359",0.359,1,"Strengthened","Trebouxia","CC"
"GO:1990234","transferase complex",5,1,0.42,"0.359",0.359,1,"Strengthened","Trebouxia","CC"
"GO:0005622","intracellular anatomical structure",85,8,7.08,"0.389",0.389,1,"Strengthened","Trebouxia","CC"
"GO:0140513","nuclear protein-containing complex",7,1,0.58,"0.467",0.467,1,"Strengthened","Trebouxia","CC"
"GO:0140535","intracellular protein-containing complex",7,1,0.58,"0.467",0.467,1,"Strengthened","Trebouxia","CC"
"GO:0005737","cytoplasm",25,4,2.08,"0.626",0.626,1,"Strengthened","Trebouxia","CC"
"GO:0005634","nucleus",24,2,2,"0.786",0.786,1,"Strengthened","Trebouxia","CC"
"GO:0005840","ribosome",22,1,1.83,"0.886",0.886,1,"Strengthened","Trebouxia","CC"
"GO:0110165","cellular anatomical structure",95,8,7.92,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:1902494","catalytic complex",11,1,0.92,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0043231","intracellular membrane-bounded organelle",37,3,3.08,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0043232","intracellular membraneless organelle",34,1,2.83,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0043233","organelle lumen",5,1,0.42,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0032991","protein-containing complex",36,3,3,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0031974","membrane-enclosed lumen",5,1,0.42,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0005575","cellular_component",96,8,8,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0012505","endomembrane system",8,1,0.67,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0043226","organelle",66,4,5.5,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0043227","membrane-bounded organelle",37,3,3.08,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0043228","membraneless organelle",34,1,2.83,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0043229","intracellular organelle",66,4,5.5,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0005694","chromosome",9,0,0.75,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0016020","membrane",15,0,1.25,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:1990904","ribonucleoprotein complex",5,0,0.42,"1.000",1,1,"Strengthened","Trebouxia","CC"
"GO:0005840","ribosome",21,1,0.42,"0.38",0.38,1,"Relaxed","Asterochloris","CC"
"GO:0005622","intracellular anatomical structure",87,2,1.76,"0.60",0.6,1,"Relaxed","Asterochloris","CC"
"GO:0110165","cellular anatomical structure",98,2,1.98,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0043232","intracellular membraneless organelle",35,1,0.71,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0005575","cellular_component",99,2,2,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0043226","organelle",69,1,1.39,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0043228","membraneless organelle",35,1,0.71,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0043229","intracellular organelle",69,1,1.39,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0005634","nucleus",27,0,0.55,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0005694","chromosome",11,0,0.22,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0005737","cytoplasm",24,0,0.48,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0005783","endoplasmic reticulum",5,0,0.1,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0012505","endomembrane system",7,0,0.14,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0016020","membrane",16,0,0.32,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0031974","membrane-enclosed lumen",5,0,0.1,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0032991","protein-containing complex",37,0,0.75,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0043227","membrane-bounded organelle",40,0,0.81,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0043231","intracellular membrane-bounded organelle",40,0,0.81,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0043233","organelle lumen",5,0,0.1,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0070013","intracellular organelle lumen",5,0,0.1,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0140513","nuclear protein-containing complex",7,0,0.14,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:0140535","intracellular protein-containing complex",8,0,0.16,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:1902494","catalytic complex",12,0,0.24,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:1990234","transferase complex",6,0,0.12,"1.00",1,1,"Relaxed","Asterochloris","CC"
"GO:1990904","ribonucleoprotein complex",5,0,0.1,"1.00",1,1,"Relaxed","Asterochloris","CC"
