"GO.ID","Term","Annotated","Significant","Expected","weight01","Fisher","padj","Category","Lineage","Ontology"
"GO:0005996","monosaccharide metabolic process",5,0,0.43,"1.000",1,1,"Strengthened","Trebouxia","BP"
"GO:0006163","purine nucleotide metabolic process",6,0,0.52,"1.000",1,1,"Strengthened","Trebouxia","BP"
"GO:0006259","DNA metabolic process",15,0,1.3,"1.000",1,1,"Strengthened","Trebouxia","BP"
"GO:0009058","biosynthetic process",92,5,2.67,"0.091",0.091,1,"Relaxed","Asterochloris","BP"
"GO:0006412","translation",29,2,0.84,"0.198",0.198,1,"Relaxed","Asterochloris","BP"
"GO:0006355","regulation of DNA-templated transcription",8,1,0.23,"0.214",0.214,1,"Relaxed","Asterochloris","BP"
"GO:0044283","small molecule biosynthetic process",11,1,0.32,"0.284",0.284,1,"Relaxed","Asterochloris","BP"
"GO:0065007","biological regulation",15,1,0.44,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:2001141","regulation of RNA biosynthetic process",8,1,0.23,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0032774","RNA biosynthetic process",27,1,0.78,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0050794","regulation of cellular process",13,1,0.38,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0060255","regulation of macromolecule metabolic process",10,1,0.29,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0010467","gene expression",66,3,1.92,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0009889","regulation of biosynthetic process",9,1,0.26,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0010556","regulation of macromolecule biosynthetic process",9,1,0.26,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0010468","regulation of gene expression",9,1,0.26,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0080090","regulation of primary metabolic process",9,1,0.26,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0009059","macromolecule biosynthetic process",69,3,2.01,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0034654","nucleobase-containing compound biosynthetic process",32,1,0.93,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0044238","primary metabolic process",125,3,3.63,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0051252","regulation of RNA metabolic process",8,1,0.23,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0019538","protein metabolic process",52,2,1.51,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0050789","regulation of biological process",13,1,0.38,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006139","nucleobase-containing compound metabolic process",57,1,1.66,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0009987","cellular process",164,5,4.77,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0008150","biological_process",170,5,4.94,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0019219","regulation of nucleobase-containing compound metabolic process",8,1,0.23,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0008152","metabolic process",138,5,4.01,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0044281","small molecule metabolic process",26,1,0.76,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0016070","RNA metabolic process",34,1,0.99,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0043170","macromolecule metabolic process",99,3,2.88,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0141187","nucleic acid biosynthetic process",27,1,0.78,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0090304","nucleic acid metabolic process",50,1,1.45,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006351","DNA-templated transcription",13,1,0.38,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0019222","regulation of metabolic process",11,1,0.32,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0000375","RNA splicing, via transesterification reactions",6,0,0.17,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",6,0,0.17,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0000398","mRNA splicing, via spliceosome",6,0,0.17,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0005975","carbohydrate metabolic process",10,0,0.29,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006082","organic acid metabolic process",14,0,0.41,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006163","purine nucleotide metabolic process",5,0,0.15,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006259","DNA metabolic process",18,0,0.52,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006260","DNA replication",6,0,0.17,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006281","DNA repair",10,0,0.29,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006396","RNA processing",13,0,0.38,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006397","mRNA processing",8,0,0.23,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006399","tRNA metabolic process",5,0,0.15,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006457","protein folding",7,0,0.2,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006508","proteolysis",7,0,0.2,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006520","amino acid metabolic process",13,0,0.38,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006753","nucleoside phosphate metabolic process",6,0,0.17,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006793","phosphorus metabolic process",10,0,0.29,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0006796","phosphate-containing compound metabolic process",10,0,0.29,"1.000",1,1,"Relaxed","Asterochloris","BP"
"GO:0003677","DNA binding",8,1,0.1,"0.094",0.094,1,"Relaxed","Coccomyxa","MF"
"GO:0005524","ATP binding",22,1,0.26,"0.247",0.247,1,"Relaxed","Coccomyxa","MF"
"GO:0003674","molecular_function",164,2,1.96,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0003676","nucleic acid binding",18,1,0.22,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0005488","binding",63,2,0.75,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:1901265","nucleoside phosphate binding",25,1,0.3,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0000166","nucleotide binding",25,1,0.3,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0032553","ribonucleotide binding",24,1,0.29,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0097367","carbohydrate derivative binding",26,1,0.31,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0032555","purine ribonucleotide binding",24,1,0.29,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0035639","purine ribonucleoside triphosphate binding",24,1,0.29,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0032559","adenyl ribonucleotide binding",22,1,0.26,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0017076","purine nucleotide binding",25,1,0.3,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0043167","ion binding",31,1,0.37,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:1901363","heterocyclic compound binding",28,1,0.34,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0036094","small molecule binding",34,1,0.41,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0043168","anion binding",25,1,0.3,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0030554","adenyl nucleotide binding",23,1,0.28,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0003723","RNA binding",9,0,0.11,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0003735","structural constituent of ribosome",24,0,0.29,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0003743","translation initiation factor activity",6,0,0.07,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0003824","catalytic activity",85,0,1.02,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0005198","structural molecule activity",24,0,0.29,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0005215","transporter activity",9,0,0.11,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0005515","protein binding",16,0,0.19,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0008135","translation factor activity, RNA binding",9,0,0.11,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0008168","methyltransferase activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0008233","peptidase activity",6,0,0.07,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0008324","monoatomic cation transmembrane transporter activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0015075","monoatomic ion transmembrane transporter activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0015318","inorganic molecular entity transmembrane transporter activity",6,0,0.07,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016301","kinase activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016491","oxidoreductase activity",15,0,0.18,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016740","transferase activity",27,0,0.32,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016741","transferase activity, transferring one-carbon groups",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016757","glycosyltransferase activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016772","transferase activity, transferring phosphorus-containing groups",11,0,0.13,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",6,0,0.07,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016787","hydrolase activity",19,0,0.23,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016788","hydrolase activity, acting on ester bonds",7,0,0.08,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016829","lyase activity",6,0,0.07,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016853","isomerase activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016874","ligase activity",12,0,0.14,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",7,0,0.08,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0022804","active transmembrane transporter activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0022857","transmembrane transporter activity",9,0,0.11,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0022890","inorganic cation transmembrane transporter activity",5,0,0.06,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0043169","cation binding",7,0,0.08,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0046872","metal ion binding",7,0,0.08,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0051082","unfolded protein binding",7,0,0.08,"1.000",1,1,"Relaxed","Coccomyxa","MF"
"GO:0016874","ligase activity",12,2,0.6,"0.21",0.21,1,"Relaxed","Symbiochloris","MF"
"GO:0016757","glycosyltransferase activity",5,1,0.25,"0.23",0.23,1,"Relaxed","Symbiochloris","MF"
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",5,1,0.25,"0.23",0.23,1,"Relaxed","Symbiochloris","MF"
"GO:0005524","ATP binding",19,2,0.94,"0.24",0.24,1,"Relaxed","Symbiochloris","MF"
"GO:0046872","metal ion binding",6,1,0.3,"0.27",0.27,1,"Relaxed","Symbiochloris","MF"
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",7,1,0.35,"0.30",0.3,1,"Relaxed","Symbiochloris","MF"
"GO:0140098","catalytic activity, acting on RNA",8,1,0.4,"0.34",0.34,1,"Relaxed","Symbiochloris","MF"
"GO:0003723","RNA binding",9,1,0.45,"0.38",0.38,1,"Relaxed","Symbiochloris","MF"
"GO:0016740","transferase activity",28,3,1.39,"0.46",0.46,1,"Relaxed","Symbiochloris","MF"
"GO:0016491","oxidoreductase activity",16,1,0.8,"0.58",0.58,1,"Relaxed","Symbiochloris","MF"
"GO:0016787","hydrolase activity",18,1,0.89,"0.62",0.62,1,"Relaxed","Symbiochloris","MF"
"GO:0003824","catalytic activity",86,7,4.27,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0097367","carbohydrate derivative binding",23,2,1.14,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0140640","catalytic activity, acting on a nucleic acid",9,1,0.45,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0003674","molecular_function",157,8,7.8,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0003676","nucleic acid binding",16,1,0.8,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:1901265","nucleoside phosphate binding",22,2,1.09,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:1901363","heterocyclic compound binding",25,2,1.24,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0000166","nucleotide binding",22,2,1.09,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0043167","ion binding",27,3,1.34,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0043168","anion binding",22,2,1.09,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0043169","cation binding",6,1,0.3,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0032553","ribonucleotide binding",21,2,1.04,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0032555","purine ribonucleotide binding",21,2,1.04,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0035639","purine ribonucleoside triphosphate binding",21,2,1.04,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0005488","binding",57,4,2.83,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0017076","purine nucleotide binding",22,2,1.09,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0032559","adenyl ribonucleotide binding",19,2,0.94,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0030554","adenyl nucleotide binding",20,2,0.99,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0016772","transferase activity, transferring phosphorus-containing groups",9,1,0.45,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0036094","small molecule binding",30,3,1.49,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0003677","DNA binding",6,0,0.3,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0003735","structural constituent of ribosome",21,0,1.04,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0003743","translation initiation factor activity",6,0,0.3,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0005198","structural molecule activity",21,0,1.04,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0005215","transporter activity",8,0,0.4,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0005515","protein binding",14,0,0.7,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0008135","translation factor activity, RNA binding",9,0,0.45,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0008168","methyltransferase activity",6,0,0.3,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0008233","peptidase activity",7,0,0.35,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0015318","inorganic molecular entity transmembrane transporter activity",5,0,0.25,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0016741","transferase activity, transferring one-carbon groups",6,0,0.3,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0016788","hydrolase activity, acting on ester bonds",5,0,0.25,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0016829","lyase activity",6,0,0.3,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0016853","isomerase activity",5,0,0.25,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0022804","active transmembrane transporter activity",5,0,0.25,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0022857","transmembrane transporter activity",8,0,0.4,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0051082","unfolded protein binding",5,0,0.25,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0140096","catalytic activity, acting on a protein",14,0,0.7,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0140657","ATP-dependent activity",5,0,0.25,"1.00",1,1,"Relaxed","Symbiochloris","MF"
"GO:0008233","peptidase activity",7,2,0.17,"0.0094",0.0094,0.4794,"Strengthened","Symbiochloris","MF"
"GO:0016788","hydrolase activity, acting on ester bonds",5,1,0.12,"0.1196",0.1196,1,"Strengthened","Symbiochloris","MF"
"GO:0003743","translation initiation factor activity",6,1,0.15,"0.1422",0.1422,1,"Strengthened","Symbiochloris","MF"
"GO:0003674","molecular_function",157,4,3.9,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0140096","catalytic activity, acting on a protein",14,2,0.35,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0008135","translation factor activity, RNA binding",9,1,0.22,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0180051","translation factor activity",9,1,0.22,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016787","hydrolase activity",18,3,0.45,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0003824","catalytic activity",86,3,2.14,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0000166","nucleotide binding",22,0,0.55,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0003676","nucleic acid binding",16,0,0.4,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0003677","DNA binding",6,0,0.15,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0003723","RNA binding",9,0,0.22,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0003735","structural constituent of ribosome",21,0,0.52,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0005198","structural molecule activity",21,0,0.52,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0005215","transporter activity",8,0,0.2,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0005488","binding",57,0,1.42,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0005515","protein binding",14,0,0.35,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0005524","ATP binding",19,0,0.47,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0008168","methyltransferase activity",6,0,0.15,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0015318","inorganic molecular entity transmembrane transporter activity",5,0,0.12,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016491","oxidoreductase activity",16,0,0.4,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016740","transferase activity",28,0,0.7,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016741","transferase activity, transferring one-carbon groups",6,0,0.15,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016757","glycosyltransferase activity",5,0,0.12,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016772","transferase activity, transferring phosphorus-containing groups",9,0,0.22,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",5,0,0.12,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016829","lyase activity",6,0,0.15,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016853","isomerase activity",5,0,0.12,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016874","ligase activity",12,0,0.3,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",7,0,0.17,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0017076","purine nucleotide binding",22,0,0.55,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0022804","active transmembrane transporter activity",5,0,0.12,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0022857","transmembrane transporter activity",8,0,0.2,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0030554","adenyl nucleotide binding",20,0,0.5,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0032553","ribonucleotide binding",21,0,0.52,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0032555","purine ribonucleotide binding",21,0,0.52,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0032559","adenyl ribonucleotide binding",19,0,0.47,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0035639","purine ribonucleoside triphosphate binding",21,0,0.52,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0036094","small molecule binding",30,0,0.75,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0043167","ion binding",27,0,0.67,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0043168","anion binding",22,0,0.55,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0043169","cation binding",6,0,0.15,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0046872","metal ion binding",6,0,0.15,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0051082","unfolded protein binding",5,0,0.12,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0097367","carbohydrate derivative binding",23,0,0.57,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0140098","catalytic activity, acting on RNA",8,0,0.2,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0140640","catalytic activity, acting on a nucleic acid",9,0,0.22,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0140657","ATP-dependent activity",5,0,0.12,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:1901265","nucleoside phosphate binding",22,0,0.55,"1.0000",1,1,"Strengthened","Symbiochloris","MF"
"GO:0003735","structural constituent of ribosome",22,1,0.13,"0.13",0.13,1,"Relaxed","Trebouxia","MF"
"GO:0003674","molecular_function",162,1,0.98,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0005198","structural molecule activity",22,1,0.13,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0000166","nucleotide binding",25,0,0.15,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0003676","nucleic acid binding",18,0,0.11,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0003677","DNA binding",8,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0003723","RNA binding",9,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0003743","translation initiation factor activity",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0003824","catalytic activity",86,0,0.52,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0005215","transporter activity",8,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0005488","binding",63,0,0.38,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0005515","protein binding",17,0,0.1,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0005524","ATP binding",22,0,0.13,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0008135","translation factor activity, RNA binding",9,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0008168","methyltransferase activity",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0008233","peptidase activity",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0008324","monoatomic cation transmembrane transporter activity",5,0,0.03,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0015075","monoatomic ion transmembrane transporter activity",5,0,0.03,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0015318","inorganic molecular entity transmembrane transporter activity",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016301","kinase activity",5,0,0.03,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016491","oxidoreductase activity",17,0,0.1,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016740","transferase activity",29,0,0.18,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016741","transferase activity, transferring one-carbon groups",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016757","glycosyltransferase activity",5,0,0.03,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016772","transferase activity, transferring phosphorus-containing groups",11,0,0.07,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016787","hydrolase activity",18,0,0.11,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016788","hydrolase activity, acting on ester bonds",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016829","lyase activity",6,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016874","ligase activity",10,0,0.06,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",5,0,0.03,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0017076","purine nucleotide binding",25,0,0.15,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0022804","active transmembrane transporter activity",5,0,0.03,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0022857","transmembrane transporter activity",8,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0022890","inorganic cation transmembrane transporter activity",5,0,0.03,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0030554","adenyl nucleotide binding",23,0,0.14,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0032553","ribonucleotide binding",24,0,0.15,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0032555","purine ribonucleotide binding",24,0,0.15,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0032559","adenyl ribonucleotide binding",22,0,0.13,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0035639","purine ribonucleoside triphosphate binding",24,0,0.15,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0036094","small molecule binding",34,0,0.21,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0043167","ion binding",31,0,0.19,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0043168","anion binding",25,0,0.15,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0043169","cation binding",7,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0046872","metal ion binding",7,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0051082","unfolded protein binding",7,0,0.04,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0097367","carbohydrate derivative binding",26,0,0.16,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0140096","catalytic activity, acting on a protein",13,0,0.08,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0140098","catalytic activity, acting on RNA",9,0,0.05,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0140640","catalytic activity, acting on a nucleic acid",10,0,0.06,"1.00",1,1,"Relaxed","Trebouxia","MF"
"GO:0140098","catalytic activity, acting on RNA",9,4,1.04,"0.011",0.011,0.297,"Strengthened","Trebouxia","MF"
"GO:0003723","RNA binding",9,4,1.04,"0.011",0.011,0.297,"Strengthened","Trebouxia","MF"
