"GO.ID","Term","Annotated","Significant","Expected","weight01","Fisher_p","padj","Lineage","Condition","Ontology","N_focal","N_universe"
"GO:0072521","purine-containing compound metabolic process",7,0,0.04,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0072522","purine-containing compound biosynthetic process",5,0,0.03,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0080090","regulation of primary metabolic process",9,0,0.05,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0090304","nucleic acid metabolic process",49,0,0.28,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0090407","organophosphate biosynthetic process",7,0,0.04,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0141187","nucleic acid biosynthetic process",27,0,0.15,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0170033","L-amino acid metabolic process",8,0,0.04,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0170034","L-amino acid biosynthetic process",6,0,0.03,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0170038","proteinogenic amino acid biosynthetic process",6,0,0.03,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0170039","proteinogenic amino acid metabolic process",8,0,0.04,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:1901135","carbohydrate derivative metabolic process",10,0,0.06,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:1901137","carbohydrate derivative biosynthetic process",7,0,0.04,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:1901293","nucleoside phosphate biosynthetic process",6,0,0.03,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:1901605","alpha-amino acid metabolic process",8,0,0.04,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:1901607","alpha-amino acid biosynthetic process",6,0,0.03,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:2001141","regulation of RNA biosynthetic process",8,0,0.04,"1.00",1,1,"Trebouxia","Relaxed","BP",7,245
"GO:0009058","biosynthetic process",99,5,2.73,"0.089",0.089,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006355","regulation of DNA-templated transcription",8,1,0.22,"0.204",0.204,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006412","translation",33,2,0.91,"0.225",0.225,1,"Asterochloris","Relaxed","BP",19,248
"GO:0044283","small molecule biosynthetic process",11,1,0.3,"0.272",0.272,1,"Asterochloris","Relaxed","BP",19,248
"GO:0065007","biological regulation",15,1,0.41,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:2001141","regulation of RNA biosynthetic process",8,1,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0032774","RNA biosynthetic process",27,1,0.75,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0050794","regulation of cellular process",13,1,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0060255","regulation of macromolecule metabolic process",10,1,0.28,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0010467","gene expression",71,3,1.96,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009889","regulation of biosynthetic process",9,1,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0010556","regulation of macromolecule biosynthetic process",9,1,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0010468","regulation of gene expression",9,1,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0080090","regulation of primary metabolic process",9,1,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009059","macromolecule biosynthetic process",74,3,2.04,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0034654","nucleobase-containing compound biosynthetic process",34,1,0.94,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0044238","primary metabolic process",133,3,3.67,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0051252","regulation of RNA metabolic process",8,1,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0019538","protein metabolic process",56,2,1.55,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0050789","regulation of biological process",13,1,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006139","nucleobase-containing compound metabolic process",59,1,1.63,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009987","cellular process",173,5,4.78,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0008150","biological_process",179,5,4.94,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0019219","regulation of nucleobase-containing compound metabolic process",8,1,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0008152","metabolic process",147,5,4.06,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0044281","small molecule metabolic process",29,1,0.8,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0016070","RNA metabolic process",34,1,0.94,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0043170","macromolecule metabolic process",105,3,2.9,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0141187","nucleic acid biosynthetic process",27,1,0.75,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0090304","nucleic acid metabolic process",50,1,1.38,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006351","DNA-templated transcription",13,1,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0019222","regulation of metabolic process",11,1,0.3,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0000375","RNA splicing, via transesterification reactions",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0000398","mRNA splicing, via spliceosome",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0005975","carbohydrate metabolic process",12,0,0.33,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0005996","monosaccharide metabolic process",5,0,0.14,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006082","organic acid metabolic process",14,0,0.39,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006163","purine nucleotide metabolic process",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006259","DNA metabolic process",18,0,0.5,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006260","DNA replication",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006281","DNA repair",10,0,0.28,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006396","RNA processing",13,0,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006397","mRNA processing",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006399","tRNA metabolic process",5,0,0.14,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006457","protein folding",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006508","proteolysis",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006520","amino acid metabolic process",13,0,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006753","nucleoside phosphate metabolic process",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006793","phosphorus metabolic process",12,0,0.33,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006796","phosphate-containing compound metabolic process",12,0,0.33,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006810","transport",15,0,0.41,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006950","response to stress",13,0,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006974","DNA damage response",11,0,0.3,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0006996","organelle organization",10,0,0.28,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0007049","cell cycle",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0008104","protein localization",11,0,0.3,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0008380","RNA splicing",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0008652","amino acid biosynthetic process",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009056","catabolic process",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009117","nucleotide metabolic process",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009150","purine ribonucleotide metabolic process",5,0,0.14,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009165","nucleotide biosynthetic process",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0009259","ribonucleotide metabolic process",5,0,0.14,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0015031","protein transport",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0016043","cellular component organization",19,0,0.52,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0016053","organic acid biosynthetic process",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0016071","mRNA metabolic process",9,0,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0019637","organophosphate metabolic process",9,0,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0019693","ribose phosphate metabolic process",5,0,0.14,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0019752","carboxylic acid metabolic process",13,0,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0022402","cell cycle process",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0022607","cellular component assembly",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0033036","macromolecule localization",12,0,0.33,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0033554","cellular response to stress",11,0,0.3,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0036211","protein modification process",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0043412","macromolecule modification",10,0,0.28,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0043436","oxoacid metabolic process",14,0,0.39,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0043933","protein-containing complex organization",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0044085","cellular component biogenesis",9,0,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0045184","establishment of protein localization",10,0,0.28,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0046394","carboxylic acid biosynthetic process",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0050896","response to stimulus",13,0,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0051179","localization",19,0,0.52,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0051234","establishment of localization",18,0,0.5,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0051276","chromosome organization",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0051604","protein maturation",10,0,0.28,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0051641","cellular localization",13,0,0.36,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0051716","cellular response to stimulus",11,0,0.3,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0055086","nucleobase-containing small molecule metabolic process",9,0,0.25,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0065003","protein-containing complex assembly",5,0,0.14,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0070727","cellular macromolecule localization",11,0,0.3,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0071705","nitrogen compound transport",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0071840","cellular component organization or biogenesis",21,0,0.58,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0072521","purine-containing compound metabolic process",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0072522","purine-containing compound biosynthetic process",5,0,0.14,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0090407","organophosphate biosynthetic process",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0170033","L-amino acid metabolic process",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0170034","L-amino acid biosynthetic process",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0170038","proteinogenic amino acid biosynthetic process",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0170039","proteinogenic amino acid metabolic process",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:1901135","carbohydrate derivative metabolic process",10,0,0.28,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:1901137","carbohydrate derivative biosynthetic process",7,0,0.19,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:1901293","nucleoside phosphate biosynthetic process",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:1901605","alpha-amino acid metabolic process",8,0,0.22,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:1901607","alpha-amino acid biosynthetic process",6,0,0.17,"1.000",1,1,"Asterochloris","Relaxed","BP",19,248
"GO:0016491","oxidoreductase activity",17,2,0.19,"0.0087",0.0087,0.4785,"Coccomyxa","Intensified","MF",5,244
"GO:0140096","catalytic activity, acting on a protein",15,1,0.17,"0.1628",0.1628,1,"Coccomyxa","Intensified","MF",5,244
"GO:0003674","molecular_function",173,2,1.95,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0003824","catalytic activity",93,2,1.05,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0000166","nucleotide binding",25,0,0.28,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0003676","nucleic acid binding",18,0,0.2,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0003677","DNA binding",8,0,0.09,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0003723","RNA binding",9,0,0.1,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0003735","structural constituent of ribosome",23,0,0.26,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0003743","translation initiation factor activity",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0005198","structural molecule activity",23,0,0.26,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0005215","transporter activity",9,0,0.1,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0005488","binding",64,0,0.72,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0005515","protein binding",17,0,0.19,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0005524","ATP binding",22,0,0.25,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0008135","translation factor activity, RNA binding",10,0,0.11,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0008168","methyltransferase activity",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0008233","peptidase activity",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0008324","monoatomic cation transmembrane transporter activity",5,0,0.06,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0015075","monoatomic ion transmembrane transporter activity",5,0,0.06,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0015318","inorganic molecular entity transmembrane transporter activity",6,0,0.07,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016301","kinase activity",5,0,0.06,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016740","transferase activity",31,0,0.35,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016741","transferase activity, transferring one-carbon groups",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016757","glycosyltransferase activity",5,0,0.06,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016772","transferase activity, transferring phosphorus-containing groups",11,0,0.12,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",6,0,0.07,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016787","hydrolase activity",20,0,0.23,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016788","hydrolase activity, acting on ester bonds",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016829","lyase activity",6,0,0.07,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016853","isomerase activity",5,0,0.06,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016874","ligase activity",12,0,0.14,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0017076","purine nucleotide binding",25,0,0.28,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0022804","active transmembrane transporter activity",5,0,0.06,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0022857","transmembrane transporter activity",9,0,0.1,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0022890","inorganic cation transmembrane transporter activity",5,0,0.06,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0030554","adenyl nucleotide binding",23,0,0.26,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0032553","ribonucleotide binding",24,0,0.27,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0032555","purine ribonucleotide binding",24,0,0.27,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0032559","adenyl ribonucleotide binding",22,0,0.25,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0035639","purine ribonucleoside triphosphate binding",24,0,0.27,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0036094","small molecule binding",34,0,0.38,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0043167","ion binding",31,0,0.35,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0043168","anion binding",25,0,0.28,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0043169","cation binding",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0046872","metal ion binding",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0051082","unfolded protein binding",7,0,0.08,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0097367","carbohydrate derivative binding",26,0,0.29,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0140098","catalytic activity, acting on RNA",10,0,0.11,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0140640","catalytic activity, acting on a nucleic acid",11,0,0.12,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0140657","ATP-dependent activity",6,0,0.07,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0180051","translation factor activity",10,0,0.11,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:1901265","nucleoside phosphate binding",25,0,0.28,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:1901363","heterocyclic compound binding",28,0,0.32,"1.0000",1,1,"Coccomyxa","Intensified","MF",5,244
"GO:0016788","hydrolase activity, acting on ester bonds",7,3,0.32,"0.002",0.002,0.11,"Symbiochloris","Intensified","MF",36,244
"GO:0008233","peptidase activity",7,2,0.32,"0.034",0.034,0.935,"Symbiochloris","Intensified","MF",36,244
"GO:0016772","transferase activity, transferring phosphorus-containing groups",11,2,0.5,"0.158",0.158,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016301","kinase activity",5,1,0.23,"0.211",0.211,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016773","phosphotransferase activity, alcohol group as acceptor",6,1,0.27,"0.248",0.248,1,"Symbiochloris","Intensified","MF",36,244
"GO:0003743","translation initiation factor activity",7,1,0.32,"0.284",0.284,1,"Symbiochloris","Intensified","MF",36,244
"GO:0003677","DNA binding",8,1,0.37,"0.318",0.318,1,"Symbiochloris","Intensified","MF",36,244
"GO:0140098","catalytic activity, acting on RNA",10,1,0.46,"0.382",0.382,1,"Symbiochloris","Intensified","MF",36,244
"GO:0003674","molecular_function",171,8,7.82,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0140096","catalytic activity, acting on a protein",15,2,0.69,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0140640","catalytic activity, acting on a nucleic acid",11,1,0.5,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0003676","nucleic acid binding",19,1,0.87,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0005488","binding",63,1,2.88,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0008135","translation factor activity, RNA binding",10,1,0.46,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0180051","translation factor activity",10,1,0.46,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016740","transferase activity",30,2,1.37,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016787","hydrolase activity",20,5,0.91,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0003824","catalytic activity",92,7,4.21,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0000166","nucleotide binding",23,0,1.05,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0003723","RNA binding",10,0,0.46,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0003735","structural constituent of ribosome",23,0,1.05,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0005198","structural molecule activity",23,0,1.05,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0005215","transporter activity",9,0,0.41,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0005515","protein binding",15,0,0.69,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0005524","ATP binding",20,0,0.91,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0008168","methyltransferase activity",7,0,0.32,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0008324","monoatomic cation transmembrane transporter activity",5,0,0.23,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0015075","monoatomic ion transmembrane transporter activity",5,0,0.23,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0015318","inorganic molecular entity transmembrane transporter activity",6,0,0.27,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016491","oxidoreductase activity",17,0,0.78,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016741","transferase activity, transferring one-carbon groups",7,0,0.32,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016757","glycosyltransferase activity",5,0,0.23,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016829","lyase activity",6,0,0.27,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016853","isomerase activity",5,0,0.23,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016874","ligase activity",12,0,0.55,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0016879","ligase activity, forming carbon-nitrogen bonds",7,0,0.32,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0017076","purine nucleotide binding",23,0,1.05,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0022804","active transmembrane transporter activity",5,0,0.23,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0022857","transmembrane transporter activity",9,0,0.41,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0022890","inorganic cation transmembrane transporter activity",5,0,0.23,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0030554","adenyl nucleotide binding",21,0,0.96,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0032553","ribonucleotide binding",22,0,1.01,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0032555","purine ribonucleotide binding",22,0,1.01,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0032559","adenyl ribonucleotide binding",20,0,0.91,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0035639","purine ribonucleoside triphosphate binding",22,0,1.01,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0036094","small molecule binding",32,0,1.46,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0043167","ion binding",29,0,1.33,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0043168","anion binding",23,0,1.05,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0043169","cation binding",7,0,0.32,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0046872","metal ion binding",7,0,0.32,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0051082","unfolded protein binding",5,0,0.23,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0097367","carbohydrate derivative binding",24,0,1.1,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0140657","ATP-dependent activity",6,0,0.27,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:1901265","nucleoside phosphate binding",23,0,1.05,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:1901363","heterocyclic compound binding",26,0,1.19,"1.000",1,1,"Symbiochloris","Intensified","MF",36,244
"GO:0140098","catalytic activity, acting on RNA",10,5,1.56,"0.008",0.008,0.44,"Trebouxia","Intensified","MF",105,245
"GO:0003723","RNA binding",10,4,1.56,"0.046",0.046,1,"Trebouxia","Intensified","MF",105,245
"GO:0030554","adenyl nucleotide binding",23,5,3.6,"0.146",0.146,1,"Trebouxia","Intensified","MF",105,245
"GO:0016874","ligase activity",12,4,1.88,"0.154",0.154,1,"Trebouxia","Intensified","MF",105,245
"GO:0016853","isomerase activity",5,2,0.78,"0.164",0.164,1,"Trebouxia","Intensified","MF",105,245
"GO:0005515","protein binding",17,4,2.66,"0.178",0.178,1,"Trebouxia","Intensified","MF",105,245
"GO:0140657","ATP-dependent activity",6,2,0.94,"0.224",0.224,1,"Trebouxia","Intensified","MF",105,245
"GO:0003743","translation initiation factor activity",6,2,0.94,"0.224",0.224,1,"Trebouxia","Intensified","MF",105,245
"GO:0035639","purine ribonucleoside triphosphate binding",24,5,3.75,"0.272",0.272,1,"Trebouxia","Intensified","MF",105,245
"GO:0032555","purine ribonucleotide binding",24,5,3.75,"0.272",0.272,1,"Trebouxia","Intensified","MF",105,245
"GO:0008233","peptidase activity",7,2,1.09,"0.285",0.285,1,"Trebouxia","Intensified","MF",105,245
